Group,Count,Owner,Parent.int_groups,Register,Field,Path,Name,Type,Allow during port up,FLags,Severity,,info (I) action (default is none),I->E count thresh,,error (E) action (default is count),Error->Fatal count threshold,Description (or Action in case of Fatal),,fatal (F) action (default is reset)
p4,2,Justina,ppa.ppa[#],int_fifo#,pkt_mtu_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.pkt_mtu_ff_ovflow,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_intf,dp_eop_err,ppa.ppa[#].int_intf,int_intf.dp_eop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_intf,dp_err,ppa.ppa[#].int_intf,int_intf.dp_err,,,None,error (E),,n/a,n/a,,,,Packet err bit set along with EOP in packet bus from Parser to Deparser. Error bit probably is from buffer or from memory ecc error. Check other interrupts.,,
p4,2,Justina,ppa.ppa[#],int_intf,dp_sop_err,ppa.ppa[#].int_intf,int_intf.dp_sop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_intf,ma_eop_err,ppa.ppa[#].int_intf,int_intf.ma_eop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_intf,ma_err,ppa.ppa[#].int_intf,int_intf.ma_err,,,None,error (E),,n/a,n/a,,,,Packet err bit set along with EOP in PHV bus from Parser to STG. Error bit probably is from memory ecc error. Check other interrupts.,,
p4,2,Justina,ppa.ppa[#],int_intf,ma_sop_err,ppa.ppa[#].int_intf,int_intf.ma_sop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_intf,ohi_eop_err,ppa.ppa[#].int_intf,int_intf.ohi_eop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_intf,ohi_err,ppa.ppa[#].int_intf,int_intf.ohi_err,,,None,error (E),,n/a,n/a,,,,Packet err bit set along with EOP in OHI bus from Parser to Deparser. Error bit probably is from buffer or from memory ecc error. Check other interrupts.,,
p4,2,Justina,ppa.ppa[#],int_intf,ohi_sop_err,ppa.ppa[#].int_intf,int_intf.ohi_sop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_intf,pb_eop_err,ppa.ppa[#].int_intf,int_intf.pb_eop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_intf,pb_err,ppa.ppa[#].int_intf,int_intf.pb_err,,,None,error (E),,n/a,n/a,,,,Packet err bit set along with EOP in packet bus from buffer to Parser. Error bit probably is from memory ecc error. Check other interrupts in PB.,,
p4,2,Justina,ppa.ppa[#],int_intf,pb_sop_err,ppa.ppa[#].int_intf,int_intf.pb_sop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_intf,sw_phv_eop_err,ppa.ppa[#].int_intf,int_intf.sw_phv_eop_err,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_intf,sw_phv_err,ppa.ppa[#].int_intf,int_intf.sw_phv_err,phv,,None,error (E),,n/a,n/a,,,,SW phv gen logic set error along with PHV. Error bit probably is from memory ecc error. Check other interrupts.,,
p4,2,Justina,ppa.ppa[#],int_intf,sw_phv_sop_err,ppa.ppa[#].int_intf,int_intf.sw_phv_sop_err,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_pa,chkr_phv_not_sop,ppa.ppa[#].int_pa,int_pa.chkr_phv_not_sop,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_pa,chkr_phv_single_flit,ppa.ppa[#].int_pa,int_pa.chkr_phv_single_flit,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_pa,chkr_pkt_not_sop,ppa.ppa[#].int_pa,int_pa.chkr_pkt_not_sop,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_pa,chkr_seq_id,ppa.ppa[#].int_pa,int_pa.chkr_seq_id,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_pa,crc_not_enuf_bytes,ppa.ppa[#].int_pa,int_pa.crc_not_enuf_bytes,,,ignore_all,error (E),,n/a,n/a,,Fix CRC checking profile config,,software error. CRC checking logic has programmable start and end offset. The packet ended before end offset. It's possible the packet is malformed as well. Check for other interrupts in PB.,,
p4,2,Justina,ppa.ppa[#],int_pa,crc_start_more_than_end_offset,ppa.ppa[#].int_pa,int_pa.crc_start_more_than_end_offset,,,ignore_all,error (E),,n/a,n/a,,Fix CRC checking profile config,,Software error. CRC checking logic programmable start offset is more than end offset,,
p4,10,Justina,ppa.ppa[#],int_pa,csum#_not_enuf_bytes,ppa.ppa[#].int_pa,int_pa.csum#_not_enuf_bytes,,,ignore_all,error (E),,n/a,n/a,,Fix CSM checking profile config,,software error. CSUM checking logic has programmable start and end offset. The packet ended before end offset. It's possible the packet is malformed as well. Check for other interrupts in PB.,,
p4,10,Justina,ppa.ppa[#],int_pa,csum#_start_more_than_end_offset,ppa.ppa[#].int_pa,int_pa.csum#_start_more_than_end_offset,,,ignore_all,error (E),,n/a,n/a,,Fix CSUM checking profile config,,Software error. CSUM checking logic programmable start offset is more than end offset,,
p4,2,Justina,ppa.ppa[#],int_pa,preparse_dff_not_sop,ppa.ppa[#].int_pa,int_pa.preparse_dff_not_sop,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_pa,preparse_dff_ovflow,ppa.ppa[#].int_pa,int_pa.preparse_dff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_pa,preparse_eff_ovflow,ppa.ppa[#].int_pa,int_pa.preparse_eff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_pa,preparse_line#_not_sop,ppa.ppa[#].int_pa,int_pa.preparse_line#_not_sop,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_pa,reorder_phv_not_sop,ppa.ppa[#].int_pa,int_pa.reorder_phv_not_sop,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,20,Justina,ppa.ppa[#],int_pe#,d#_not_valid,ppa.ppa[#].int_pe#,int_pe#.d#_not_valid,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,20,Justina,ppa.ppa[#],int_pe#,exceed_parse_loop_cnt,ppa.ppa[#].int_pe#,int_pe#.exceed_parse_loop_cnt,,,None,error (E),,n/a,n/a,,Fix parser state programming,,software error: Number of parse states jump for a packet exceeded the limit. ,,
p4,20,Justina,ppa.ppa[#],int_pe#,exceed_phv_flit_cnt,ppa.ppa[#].int_pe#,int_pe#.exceed_phv_flit_cnt,phv,,None,error (E),,n/a,n/a,,Fix phv flit programming in state table,,software error: Number of phv flits generated exceeded the limit.,,
p4,20,Justina,ppa.ppa[#],int_pe#,offset_jump_chk,ppa.ppa[#].int_pe#,int_pe#.offset_jump_chk,,,None,info (I),,,,,,,software error. Parser state programming error.,,
p4,20,Justina,ppa.ppa[#],int_pe#,offset_out_of_range,ppa.ppa[#].int_pe#,int_pe#.offset_out_of_range,,,None,error (E),,n/a,n/a,,,,software error. Parser state programming error.,,
p4,20,Justina,ppa.ppa[#],int_pe#,phv_upr_idx_less,ppa.ppa[#].int_pe#,int_pe#.phv_upr_idx_less,phv,,None,error (E),,n/a,n/a,,,,software error. Parser state programming error.,,
p4,20,Justina,ppa.ppa[#],int_pe#,pkt_size_chk,ppa.ppa[#].int_pe#,int_pe#.pkt_size_chk,pkt,,None,error (E),,n/a,n/a,,,,software error. Not enough bytes in packet. Parser state programming error.,,
p4,20,Justina,ppa.ppa[#],int_pe#,qctl_not_sop_after_pkt_release,ppa.ppa[#].int_pe#,int_pe#.qctl_not_sop_after_pkt_release,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,20,Justina,ppa.ppa[#],int_pe#,qctl_skid_depth_not_zero,ppa.ppa[#].int_pe#,int_pe#.qctl_skid_depth_not_zero,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,20,Justina,ppa.ppa[#],int_pe#,unexpected_non_sop,ppa.ppa[#].int_pe#,int_pe#.unexpected_non_sop,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_sw_phv_mem,ecc_correctable,ppa.ppa[#].int_sw_phv_mem,int_sw_phv_mem.ecc_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
p4,2,Justina,ppa.ppa[#],int_sw_phv_mem,ecc_uncorrectable,ppa.ppa[#].int_sw_phv_mem,int_sw_phv_mem.ecc_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
p4,16,Justina,ppa.ppa[#],int_sw_phv_mem,phv_done#,ppa.ppa[#].int_sw_phv_mem,int_sw_phv_mem.phv_done#,phv,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
p4,2,Justina,ppa.ppa[#],int_sw_phv_mem,phv_invalid_data,ppa.ppa[#].int_sw_phv_mem,int_sw_phv_mem.phv_invalid_data,phv,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
p4,2,Justina,ppa.ppa[#],int_sw_phv_mem,phv_invalid_sram,ppa.ppa[#].int_sw_phv_mem,int_sw_phv_mem.phv_invalid_sram,phv,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
p4+rxdma,1,Justina,pr.pr.prd,int_ecc,pkt_mem_correctable,pr.pr.prd.int_ecc,int_ecc.pkt_mem_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
p4+rxdma,1,Justina,pr.pr.prd,int_ecc,pkt_mem_uncorrectable,pr.pr.prd.int_ecc,int_ecc.pkt_mem_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
p4+rxdma,1,Justina,pr.pr.prd,int_ecc,rdata_mem_correctable,pr.pr.prd.int_ecc,int_ecc.rdata_mem_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
p4+rxdma,1,Justina,pr.pr.prd,int_ecc,rdata_mem_uncorrectable,pr.pr.prd.int_ecc,int_ecc.rdata_mem_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
p4+rxdma,1,Justina,pr.pr.prd,int_fifo,cmd_ff_ovflow,pr.pr.prd.int_fifo,int_fifo.cmd_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_fifo,cmdflit_ff_ovflow,pr.pr.prd.int_fifo,int_fifo.cmdflit_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_fifo,dfence_ff_ovflow,pr.pr.prd.int_fifo,int_fifo.dfence_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_fifo,ffence_ff_ovflow,pr.pr.prd.int_fifo,int_fifo.ffence_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_fifo,pkt_ff_ovflow,pr.pr.prd.int_fifo,int_fifo.pkt_ff_ovflow,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_fifo,pkt_order_ff_ovflow,pr.pr.prd.int_fifo,int_fifo.pkt_order_ff_ovflow,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_fifo,pkt_stg_ff_ovflow,pr.pr.prd.int_fifo,int_fifo.pkt_stg_ff_ovflow,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_fifo,rcv_stg_ff_ovflow,pr.pr.prd.int_fifo,int_fifo.rcv_stg_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_fifo,rd_lat_ff_ovflow,pr.pr.prd.int_fifo,int_fifo.rd_lat_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_fifo,wdata_ff_ovflow,pr.pr.prd.int_fifo,int_fifo.wdata_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_fifo,wr_lat_ff_ovflow,pr.pr.prd.int_fifo,int_fifo.wr_lat_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_fifo,wr_mem_ff_ovflow,pr.pr.prd.int_fifo,int_fifo.wr_mem_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,pkt_len_calc_len_mismatch,pr.pr.prd.int_grp#,int_grp#.pkt_len_calc_len_mismatch,pkt,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,pkt_not_sop,pr.pr.prd.int_grp#,int_grp#.pkt_not_sop,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_cmd_nop_eop,pr.pr.prd.int_grp#,int_grp#.rcv_cmd_nop_eop,,,None,error (E),,n/a,n/a,,,,software error,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_cmd_out_not_sop,pr.pr.prd.int_grp#,int_grp#.rcv_cmd_out_not_sop,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_exceed_#byte,pr.pr.prd.int_grp#,int_grp#.rcv_exceed_#byte,,,None,error (E),,n/a,n/a,,,,software error. mem2mem_phv2mem or phv2mem with fence exceeded 16 bytes,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_m#m_dst_not_seen,pr.pr.prd.int_grp#,int_grp#.rcv_m#m_dst_not_seen,,,None,error (E),,n/a,n/a,,,,software error. mem2mem_dst command is expected right after mem2mem_src.,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_m#m_src_not_seen,pr.pr.prd.int_grp#,int_grp#.rcv_m#m_src_not_seen,,,None,error (E),,n/a,n/a,,,,software error. mem2mem_dst command is seen without mem2mem_src before it.,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_mem#pkt_seen,pr.pr.prd.int_grp#,int_grp#.rcv_mem#pkt_seen,,,None,error (E),,n/a,n/a,,,,software error. mem2pkt command not expected in PRD,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_no_data_but_pkt#mem_cmd,pr.pr.prd.int_grp#,int_grp#.rcv_no_data_but_pkt#mem_cmd,pkt,,None,error (E),,n/a,n/a,,,,"software error. no_data bit is set in PHV, but it has pkt2mem command. ",,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_no_data_but_skip_cmd,pr.pr.prd.int_grp#,int_grp#.rcv_no_data_but_skip_cmd,,,None,error (E),,n/a,n/a,,,,"software error. no_data bit is set in PHV, but it has skip command. ",,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_pend_phv_less,pr.pr.prd.int_grp#,int_grp#.rcv_pend_phv_less,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_pend_phv_more_than_#,pr.pr.prd.int_grp#,int_grp#.rcv_pend_phv_more_than_#,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_phv_addr,pr.pr.prd.int_grp#,int_grp#.rcv_phv_addr,phv,,None,error (E),,n/a,n/a,,,,software error. phv2mem or phv2pkt start/end address is not programmed correctly.,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_phv_dma_ptr,pr.pr.prd.int_grp#,int_grp#.rcv_phv_dma_ptr,phv,,None,error (E),,n/a,n/a,,,,software error. dma pointer points to a non-existing flit in PHV,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_phv_eop_no_cmd_eop,pr.pr.prd.int_grp#,int_grp#.rcv_phv_eop_no_cmd_eop,phv,,None,error (E),,n/a,n/a,,,,"software error. End of PHV reached, but cmdeop is not seen in any command",,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_phv_not_sop,pr.pr.prd.int_grp#,int_grp#.rcv_phv_not_sop,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_phv#pkt_seen,pr.pr.prd.int_grp#,int_grp#.rcv_phv#pkt_seen,phv,,None,error (E),,n/a,n/a,,,,software error. phv2pkt command not expected in PRD,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rcv_pkt_order_ff_full,pr.pr.prd.int_grp#,int_grp#.rcv_pkt_order_ff_full,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rdreq_invalid_cmd_seen,pr.pr.prd.int_grp#,int_grp#.rdreq_invalid_cmd_seen,,,None,error (E),,n/a,n/a,,,,software error. invalid cmdtype seen in dma command,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rdreq_m#m_phv#mem_exceed_#byte,pr.pr.prd.int_grp#,int_grp#.rdreq_m#m_phv#mem_exceed_#byte,phv,,None,error (E),,n/a,n/a,,,,software error. mem2mem_phv2mem exceeds 16 bytes,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rdreq_mem#mem_psize_zero,pr.pr.prd.int_grp#,int_grp#.rdreq_mem#mem_psize_zero,,,None,error (E),,n/a,n/a,,,,software error. mem2mem psize field is zero,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rdreq_phv#mem_fence_exceed_#byte,pr.pr.prd.int_grp#,int_grp#.rdreq_phv#mem_fence_exceed_#byte,phv,,None,error (E),,n/a,n/a,,,,software error. phv2mem fence exceeds 16 bytes,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rdreq_pkt#mem_psize_zero,pr.pr.prd.int_grp#,int_grp#.rdreq_pkt#mem_psize_zero,pkt,,None,error (E),,n/a,n/a,,,,software error. pkt2mem psize is zero,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rdreq_skip_psize_zero,pr.pr.prd.int_grp#,int_grp#.rdreq_skip_psize_zero,,,None,error (E),,n/a,n/a,,,,software error. skip command psize field iz zero,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rdrsp_axi,pr.pr.prd.int_grp#,int_grp#.rdrsp_axi,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,rdrsp_axi_id_out_of_range,pr.pr.prd.int_grp#,int_grp#.rdrsp_axi_id_out_of_range,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,spurious_rd_resp,pr.pr.prd.int_grp#,int_grp#.spurious_rd_resp,,,None,error (E),,n/a,n/a,,,,unexpected read response received. Check interrupts in other blocks.,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,spurious_wr_resp,pr.pr.prd.int_grp#,int_grp#.spurious_wr_resp,,,None,error (E),,n/a,n/a,,,,unexpected read response received. Check interrupts in other blocks.,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,wr_axi_rd_err_recovery,pr.pr.prd.int_grp#,int_grp#.wr_axi_rd_err_recovery,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,wr_axi_rd_resp,pr.pr.prd.int_grp#,int_grp#.wr_axi_rd_resp,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,wr_invalid_cmd,pr.pr.prd.int_grp#,int_grp#.wr_invalid_cmd,,,None,error (E),,n/a,n/a,,,,software error. Unexpected dma commands seen,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,wr_no_data_pkt_cmd,pr.pr.prd.int_grp#,int_grp#.wr_no_data_pkt_cmd,pkt,,None,error (E),,n/a,n/a,,,,"software error. no_data set in phv, but pkt command seen",,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,wr_not_enuf_pkt_bytes,pr.pr.prd.int_grp#,int_grp#.wr_not_enuf_pkt_bytes,pkt,,None,error (E),,n/a,n/a,,,,software error. dma command trying to access more packet bytes than what's available in packet,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,wr_seq_id,pr.pr.prd.int_grp#,int_grp#.wr_seq_id,,,None,info (I),,,,,,,software error. dma command and packet size out of sync causing seq_id error,,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,wrreq_info_first_missing,pr.pr.prd.int_grp#,int_grp#.wrreq_info_first_missing,,,None,error (E),,n/a,n/a,,,,"software error can trigger this interrupt. Can happen with other interrupts. If no other interrupt, then this may be a hw error.",,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,wrreq_num_bytes_more_than_#,pr.pr.prd.int_grp#,int_grp#.wrreq_num_bytes_more_than_#,,,None,error (E),,n/a,n/a,,,,"software error can trigger this interrupt. Can happen with other interrupts. If no other interrupt, then this may be a hw error.",,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,wrreq_num_bytes_zero,pr.pr.prd.int_grp#,int_grp#.wrreq_num_bytes_zero,,,None,error (E),,n/a,n/a,,,,"software error can trigger this interrupt. Can happen with other interrupts. If no other interrupt, then this may be a hw error.",,
p4+rxdma,1,Justina,pr.pr.prd,int_grp#,wrrsp_axi,pr.pr.prd.int_grp#,int_grp#.wrrsp_axi,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
p4+rxdma,1,Justina,pr.pr.prd,int_intf,ma_eop_err,pr.pr.prd.int_intf,int_intf.ma_eop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_intf,ma_err,pr.pr.prd.int_intf,int_intf.ma_err,,,None,error (E),,n/a,n/a,,,,PHV from STG received with error bit. Possible ecc error. Check interrupts in other blocks.,,
p4+rxdma,1,Justina,pr.pr.prd,int_intf,ma_sop_err,pr.pr.prd.int_intf,int_intf.ma_sop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_intf,ps_pkt_eop_err,pr.pr.prd.int_intf,int_intf.ps_pkt_eop_err,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_intf,ps_pkt_err,pr.pr.prd.int_intf,int_intf.ps_pkt_err,pkt,,None,error (E),,n/a,n/a,,,,Packet from PSP received with error bit. The error bit may be from buffer (PB). check interrupts in other blocks.,,
p4+rxdma,1,Justina,pr.pr.prd,int_intf,ps_pkt_sop_err,pr.pr.prd.int_intf,int_intf.ps_pkt_sop_err,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_intf,ps_resub_phv_eop_err,pr.pr.prd.int_intf,int_intf.ps_resub_phv_eop_err,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_intf,ps_resub_phv_err,pr.pr.prd.int_intf,int_intf.ps_resub_phv_err,phv,,None,error (E),,n/a,n/a,,,,PHV from PRD to PSP sent with error bit. The error might be from STG originally. Possible ecc error. Check interrupts in other blocks.,,
p4+rxdma,1,Justina,pr.pr.prd,int_intf,ps_resub_phv_sop_err,pr.pr.prd.int_intf,int_intf.ps_resub_phv_sop_err,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_intf,ps_resub_pkt_eop_err,pr.pr.prd.int_intf,int_intf.ps_resub_pkt_eop_err,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+rxdma,1,Justina,pr.pr.prd,int_intf,ps_resub_pkt_err,pr.pr.prd.int_intf,int_intf.ps_resub_pkt_err,pkt,,None,error (E),,n/a,n/a,,,,Packet from PRD to PSP sent with error bit. The error might be from PSP originally or from buffer. Possible ecc error. Check interrupts in other blocks.,,
p4+rxdma,1,Justina,pr.pr.prd,int_intf,ps_resub_pkt_sop_err,pr.pr.prd.int_intf,int_intf.ps_resub_pkt_sop_err,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_ecc,lat_mem_correctable,pt.pt.ptd.int_ecc,int_ecc.lat_mem_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
p4+txdma,1,Justina,pt.pt.ptd,int_ecc,lat_mem_uncorrectable,pt.pt.ptd.int_ecc,int_ecc.lat_mem_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
p4+txdma,1,Justina,pt.pt.ptd,int_ecc,rdata_mem_correctable,pt.pt.ptd.int_ecc,int_ecc.rdata_mem_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
p4+txdma,1,Justina,pt.pt.ptd,int_ecc,rdata_mem_uncorrectable,pt.pt.ptd.int_ecc,int_ecc.rdata_mem_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
