Group,Count,Owner,Parent.int_groups,Register,Field,Path,Name,Type,Allow during port up,"Flags for SW
ignore_all
ignore_once
none",Severity,,info (I) action (default is none),I->E count thresh,,error (E) action (default is count),Error->Fatal count threshold,Description or Action in case of Fatal,,vs. Capri,,fatal (F) action (default is reset),1st,Line,Key
p4,16,Louis,pcr.stg[#].sdp / pct.stg[#].sdp / sge.stg[#].sdp / sgi.stg[#].sdp / xg.stg[#].sdp,int_sdp_out,eop_eop,pcr.stg[#].sdp.int_sdp_out,int_sdp_out.eop_eop,,,,fatal (F),,n/a,n/a,,n/a,1,protocal error,,added,,,1,490,int_sdp_outeop_eoppcr.stg[#].sdp.int_sdp_outint_sdp_out.eop_eop
p4,16,Louis,pcr.stg[#].sdp / pct.stg[#].sdp / sge.stg[#].sdp / sgi.stg[#].sdp / xg.stg[#].sdp,int_sdp_out,sop_sop,pcr.stg[#].sdp.int_sdp_out,int_sdp_out.sop_sop,,,,fatal (F),,n/a,n/a,,n/a,1,protocal error,,added,,,1,491,int_sdp_outsop_soppcr.stg[#].sdp.int_sdp_outint_sdp_out.sop_sop
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,axi_bad_read,pcr.te[#].int_err,int_err.axi_bad_read,axi,,,error (E),,n/a,n/a,,n/a,1,protocal error,,,,,,492,int_erraxi_bad_readpcr.te[#].int_errint_err.axi_bad_read
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,axi_rdrsp_err,pcr.te[#].int_err,int_err.axi_rdrsp_err,axi,,,error (E),,n/a,n/a,,n/a,1,protocal error,,,,,,493,int_erraxi_rdrsp_errpcr.te[#].int_errint_err.axi_rdrsp_err
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,axi_req_idx_fifo,pcr.te[#].int_err,int_err.axi_req_idx_fifo,axi,,,fatal (F),,n/a,n/a,,n/a,1,logic bug,,,,,,494,int_erraxi_req_idx_fifopcr.te[#].int_errint_err.axi_req_idx_fifo
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,axi_wrid_empty,pcr.te[#].int_err,int_err.axi_wrid_empty,axi,,,fatal (F),,n/a,n/a,,n/a,1,logic bug,,added,,,1,495,int_erraxi_wrid_emptypcr.te[#].int_errint_err.axi_wrid_empty
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,axi_wrrsp_err,pcr.te[#].int_err,int_err.axi_wrrsp_err,axi,,,error (E),,n/a,n/a,,n/a,1,protocal error,,added,,,1,496,int_erraxi_wrrsp_errpcr.te[#].int_errint_err.axi_wrrsp_err
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,lkup_type_err,pcr.te[#].int_err,int_err.lkup_type_err,,,,fatal (F),,n/a,n/a,,n/a,1,protocal error,,added,,,1,497,int_errlkup_type_errpcr.te[#].int_errint_err.lkup_type_err
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,loaded_but_no_proc,pcr.te[#].int_err,int_err.loaded_but_no_proc,,,,error (E),,n/a,n/a,,n/a,1,protocal error,,,,,,498,int_errloaded_but_no_procpcr.te[#].int_errint_err.loaded_but_no_proc
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,loaded_but_no_proc_tbl_vld,pcr.te[#].int_err,int_err.loaded_but_no_proc_tbl_vld,,,,error (E),,n/a,n/a,,n/a,1,protocal error,,,,,,499,int_errloaded_but_no_proc_tbl_vldpcr.te[#].int_errint_err.loaded_but_no_proc_tbl_vld
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,miss_eop,pcr.te[#].int_err,int_err.miss_eop,,,,fatal (F),,n/a,n/a,,n/a,1,protocal error,,,,,,500,int_errmiss_eoppcr.te[#].int_errint_err.miss_eop
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,miss_sop,pcr.te[#].int_err,int_err.miss_sop,,,,fatal (F),,n/a,n/a,,n/a,1,protocal error,,,,,,501,int_errmiss_soppcr.te[#].int_errint_err.miss_sop
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,mpu_req_idx_fifo,pcr.te[#].int_err,int_err.mpu_req_idx_fifo,,,,fatal (F),,n/a,n/a,,n/a,1,logic bug,,,,,,502,int_errmpu_req_idx_fifopcr.te[#].int_errint_err.mpu_req_idx_fifo
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,out_of_wait_entry,pcr.te[#].int_err,int_err.out_of_wait_entry,,,,error (E),,n/a,n/a,,n/a,1,logic bug,,added,,,1,503,int_errout_of_wait_entrypcr.te[#].int_errint_err.out_of_wait_entry
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,phv_max_size,pcr.te[#].int_err,int_err.phv_max_size,,,,SW-MASK-IGNORE,,none,n/a,,n/a,n/a,"Info only, no action",,,,,,504,int_errphv_max_sizepcr.te[#].int_errint_err.phv_max_size
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,proc_tbl_vld_wo_proc,pcr.te[#].int_err,int_err.proc_tbl_vld_wo_proc,,,,error (E),,n/a,n/a,,n/a,1,protocal error,,,,,,505,int_errproc_tbl_vld_wo_procpcr.te[#].int_errint_err.proc_tbl_vld_wo_proc
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,spurious_axi_rsp,pcr.te[#].int_err,int_err.spurious_axi_rsp,axi,,,error (E),,n/a,n/a,,n/a,1,protocal error,,,,,,506,int_errspurious_axi_rsppcr.te[#].int_errint_err.spurious_axi_rsp
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,spurious_tcam_rsp,pcr.te[#].int_err,int_err.spurious_tcam_rsp,,,,error (E),,n/a,n/a,,n/a,1,protocal error,,,,,,507,int_errspurious_tcam_rsppcr.te[#].int_errint_err.spurious_tcam_rsp
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,tcam_req_idx_fifo,pcr.te[#].int_err,int_err.tcam_req_idx_fifo,,,,fatal (F),,n/a,n/a,,n/a,n/a,logic bug,,,,,,508,int_errtcam_req_idx_fifopcr.te[#].int_errint_err.tcam_req_idx_fifo
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_err,tcam_rsp_idx_fifo,pcr.te[#].int_err,int_err.tcam_rsp_idx_fifo,,,,fatal (F),,n/a,n/a,,n/a,n/a,logic bug,,,,,,509,int_errtcam_rsp_idx_fifopcr.te[#].int_errint_err.tcam_rsp_idx_fifo
p4,256,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_info,profile_cam_hit#,pcr.te[#].int_info,int_info.profile_cam_hit#,,,,info (I),,none,n/a,,n/a,n/a,"Info only, no action",,,,,,510,int_infoprofile_cam_hit#pcr.te[#].int_infoint_info.profile_cam_hit#
p4,8,Louis,pcr.te[#] / pct.te[#] / sge.te[#] / sgi.te[#] / xg.te[#],int_info_profile_cam,miss,pcr.te[#].int_info_profile_cam,int_info_profile_cam.miss,,,,info (I),,none,n/a,,n/a,n/a,"Info only, no action",,added,,,1,511,int_infoprofile_cam_misspcr.te[#].int_infoint_info.profile_cam_miss
txs,1,Louis,ph.phb,int_ecc,mem_correctable,ph.phb.int_ecc,int_ecc.mem_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,ecc,551,int_eccmem_correctableph.phb.int_eccint_ecc.mem_correctable
txs,1,Louis,ph.phb,int_ecc,mem_uncorrectable,ph.phb.int_ecc,int_ecc.mem_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,ecc,552,int_eccmem_uncorrectableph.phb.int_eccint_ecc.mem_uncorrectable
txs,1,Louis,ph.phb,int_ecc,oq_correctable,ph.phb.int_ecc,int_ecc.oq_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,ecc,553,int_eccoq_correctableph.phb.int_eccint_ecc.oq_correctable
txs,1,Louis,ph.phb,int_ecc,oq_uncorrectable,ph.phb.int_ecc,int_ecc.oq_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,ecc,554,int_eccoq_uncorrectableph.phb.int_eccint_ecc.oq_uncorrectable
txs,1,Louis,ph.phb,int_ecc,slot_mgr_correctable,ph.phb.int_ecc,int_ecc.slot_mgr_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,ecc,555,int_eccslot_mgr_correctableph.phb.int_eccint_ecc.slot_mgr_correctable
txs,1,Louis,ph.phb,int_ecc,slot_mgr_uncorrectable,ph.phb.int_ecc,int_ecc.slot_mgr_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,ecc,556,int_eccslot_mgr_uncorrectableph.phb.int_eccint_ecc.slot_mgr_uncorrectable
txs,1,Louis,ph.phb,int_frame,in_eop_eop,ph.phb.int_frame,int_frame.in_eop_eop,,,,error (E),,n/a,n/a,,n/a,1,protocal error,,added,,,1,557,int_framein_eop_eopph.phb.int_frameint_frame.in_eop_eop
txs,1,Louis,ph.phb,int_frame,in_sop_sop,ph.phb.int_frame,int_frame.in_sop_sop,,,,error (E),,n/a,n/a,,n/a,1,protocal error,,added,,,1,558,int_framein_sop_sopph.phb.int_frameint_frame.in_sop_sop
txs,1,Louis,ph.phb,int_frame,out_eop_eop,ph.phb.int_frame,int_frame.out_eop_eop,,,,error (E),,n/a,n/a,,n/a,1,protocal error,,added,,,1,559,int_frameout_eop_eopph.phb.int_frameint_frame.out_eop_eop
txs,1,Louis,ph.phb,int_frame,out_sop_sop,ph.phb.int_frame,int_frame.out_sop_sop,,,,error (E),,n/a,n/a,,n/a,1,protocal error,,added,,,1,560,int_frameout_sop_sopph.phb.int_frameint_frame.out_sop_sop
txs,2,Louis,txs.txs,int_qgrp_srams_ecc,sch_qgrp_cfg_#_correctable,txs.txs.int_qgrp_srams_ecc,int_qgrp_srams_ecc.sch_qgrp_cfg_#_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,1,1050,int_qgrp_srams_eccsch_qgrp_cfg_#_correctabletxs.txs.int_qgrp_srams_eccint_qgrp_srams_ecc.sch_qgrp_cfg_#_correctable
txs,2,Louis,txs.txs,int_qgrp_srams_ecc,sch_qgrp_cfg_#_uncorrectable,txs.txs.int_qgrp_srams_ecc,int_qgrp_srams_ecc.sch_qgrp_cfg_#_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,1,1051,int_qgrp_srams_eccsch_qgrp_cfg_#_uncorrectabletxs.txs.int_qgrp_srams_eccint_qgrp_srams_ecc.sch_qgrp_cfg_#_uncorrectable
txs,2,Louis,txs.txs,int_qgrp_srams_ecc,sch_qgrp_counter_#_correctable,txs.txs.int_qgrp_srams_ecc,int_qgrp_srams_ecc.sch_qgrp_counter_#_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,1,1052,int_qgrp_srams_eccsch_qgrp_counter_#_correctabletxs.txs.int_qgrp_srams_eccint_qgrp_srams_ecc.sch_qgrp_counter_#_correctable
txs,2,Louis,txs.txs,int_qgrp_srams_ecc,sch_qgrp_counter_#_uncorrectable,txs.txs.int_qgrp_srams_ecc,int_qgrp_srams_ecc.sch_qgrp_counter_#_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,1,1053,int_qgrp_srams_eccsch_qgrp_counter_#_uncorrectabletxs.txs.int_qgrp_srams_eccint_qgrp_srams_ecc.sch_qgrp_counter_#_uncorrectable
txs,1,Louis,txs.txs,int_qgrp_srams_ecc,sch_qgrp_map_correctable,txs.txs.int_qgrp_srams_ecc,int_qgrp_srams_ecc.sch_qgrp_map_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,1,1054,int_qgrp_srams_eccsch_qgrp_map_correctabletxs.txs.int_qgrp_srams_eccint_qgrp_srams_ecc.sch_qgrp_map_correctable
txs,1,Louis,txs.txs,int_qgrp_srams_ecc,sch_qgrp_map_uncorrectable,txs.txs.int_qgrp_srams_ecc,int_qgrp_srams_ecc.sch_qgrp_map_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,1,1055,int_qgrp_srams_eccsch_qgrp_map_uncorrectabletxs.txs.int_qgrp_srams_eccint_qgrp_srams_ecc.sch_qgrp_map_uncorrectable
txs,2,Louis,txs.txs,int_qgrp_srams_ecc,sch_qgrp_next_qid_#_correctable,txs.txs.int_qgrp_srams_ecc,int_qgrp_srams_ecc.sch_qgrp_next_qid_#_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,1,1056,int_qgrp_srams_eccsch_qgrp_next_qid_#_correctabletxs.txs.int_qgrp_srams_eccint_qgrp_srams_ecc.sch_qgrp_next_qid_#_correctable
txs,2,Louis,txs.txs,int_qgrp_srams_ecc,sch_qgrp_next_qid_#_uncorrectable,txs.txs.int_qgrp_srams_ecc,int_qgrp_srams_ecc.sch_qgrp_next_qid_#_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,1,1057,int_qgrp_srams_eccsch_qgrp_next_qid_#_uncorrectabletxs.txs.int_qgrp_srams_eccint_qgrp_srams_ecc.sch_qgrp_next_qid_#_uncorrectable
txs,1,Louis,txs.txs,int_sch,sch_bid_err,txs.txs.int_sch,int_sch.sch_bid_err,,,-,error (E),,n/a,n/a,,,never,axi error,,,,,,1058,int_schsch_bid_errtxs.txs.int_schint_sch.sch_bid_err
txs,1,Louis,txs.txs,int_sch,sch_bresp_err,txs.txs.int_sch,int_sch.sch_bresp_err,,,-,error (E),,n/a,n/a,,n/a,n/a,"Info only, no action",,,,,,1059,int_schsch_bresp_errtxs.txs.int_schint_sch.sch_bresp_err
txs,1,Louis,txs.txs,int_sch,sch_credit_overflow,txs.txs.int_sch,int_sch.sch_credit_overflow,,,,fatal (F),,n/a,n/a,,n/a,,logic bug,,added,,,1,1060,int_schsch_credit_overflowtxs.txs.int_schint_sch.sch_credit_overflow
txs,1,Louis,txs.txs,int_sch,sch_ddr_fifo_bp,txs.txs.int_sch,int_sch.sch_ddr_fifo_bp,,,,info (I),,none,n/a,,n/a,n/a,"Info only, no action",,added,,,1,1061,int_schsch_ddr_fifo_bptxs.txs.int_schint_sch.sch_ddr_fifo_bp
txs,1,Louis,txs.txs,int_sch,sch_drb_lif_qgrp_mismatch,txs.txs.int_sch,int_sch.sch_drb_lif_qgrp_mismatch,,,,error (E),,n/a,n/a,,n/a,1,programming error,,added,,,1,1062,int_schsch_drb_lif_qgrp_mismatchtxs.txs.int_schint_sch.sch_drb_lif_qgrp_mismatch
txs,1,Louis,txs.txs,int_sch,sch_fb_lif_qgrp_mismatch,txs.txs.int_sch,int_sch.sch_fb_lif_qgrp_mismatch,,,,error (E),,n/a,n/a,,n/a,1,programming error,,added,,,1,1063,int_schsch_fb_lif_qgrp_mismatchtxs.txs.int_schint_sch.sch_fb_lif_qgrp_mismatch
txs,1,Louis,txs.txs,int_sch,sch_free_list_push_error,txs.txs.int_sch,int_sch.sch_free_list_push_error,,,,error (E),,n/a,n/a,,n/a,1,programming error,,added,,,1,1064,int_schsch_free_list_push_errortxs.txs.int_schint_sch.sch_free_list_push_error
txs,1,Louis,txs.txs,int_sch,sch_invalid_lif_hit,txs.txs.int_sch,int_sch.sch_invalid_lif_hit,,,,error (E),,n/a,n/a,,n/a,1,programming error,,added,,,1,1065,int_schsch_invalid_lif_hittxs.txs.int_schint_sch.sch_invalid_lif_hit
txs,1,Louis,txs.txs,int_sch,sch_invalid_qgrp_hit,txs.txs.int_sch,int_sch.sch_invalid_qgrp_hit,,,,error (E),,n/a,n/a,,n/a,1,programming error,,added,,,1,1066,int_schsch_invalid_qgrp_hittxs.txs.int_schint_sch.sch_invalid_qgrp_hit
txs,1,Louis,txs.txs,int_sch,sch_invalid_rlid_hit,txs.txs.int_sch,int_sch.sch_invalid_rlid_hit,,,,error (E),,n/a,n/a,,n/a,1,programming error,,added,,,1,1067,int_schsch_invalid_rlid_hittxs.txs.int_schint_sch.sch_invalid_rlid_hit
txs,1,Louis,txs.txs,int_sch,sch_qid_over_#m,txs.txs.int_sch,int_sch.sch_qid_over_#m,,,,error (E),,n/a,n/a,,n/a,1,programming error,,added,,,1,1068,int_schsch_qid_over_#mtxs.txs.int_schint_sch.sch_qid_over_#m
txs,1,Louis,txs.txs,int_sch,sch_qid_oversize,txs.txs.int_sch,int_sch.sch_qid_oversize,,,,error (E),,n/a,n/a,,n/a,1,programming error,,added,,,1,1069,int_schsch_qid_oversizetxs.txs.int_schint_sch.sch_qid_oversize
txs,1,Louis,txs.txs,int_sch,sch_rid_err,txs.txs.int_sch,int_sch.sch_rid_err,,,-,error (E),,n/a,n/a,,,,axi error,,,,,,1070,int_schsch_rid_errtxs.txs.int_schint_sch.sch_rid_err
txs,1,Louis,txs.txs,int_sch,sch_rresp_err,txs.txs.int_sch,int_sch.sch_rresp_err,,,-,error (E),,n/a,n/a,,,,,,,,,,1071,int_schsch_rresp_errtxs.txs.int_schint_sch.sch_rresp_err
txs,1,Louis,txs.txs,int_sch,sch_rxdma_fifo_bp,txs.txs.int_sch,int_sch.sch_rxdma_fifo_bp,,,,info (I),,none,n/a,,n/a,n/a,"Info only, no action",,added,,,1,1072,int_schsch_rxdma_fifo_bptxs.txs.int_schint_sch.sch_rxdma_fifo_bp
txs,1,Louis,txs.txs,int_sch,sch_sxdma_fifo_bp,txs.txs.int_sch,int_sch.sch_sxdma_fifo_bp,,,,info (I),,none,n/a,,n/a,n/a,"Info only, no action",,added,,,1,1073,int_schsch_sxdma_fifo_bptxs.txs.int_schint_sch.sch_sxdma_fifo_bp
txs,1,Louis,txs.txs,int_sch,sch_txdma_fifo_bp,txs.txs.int_sch,int_sch.sch_txdma_fifo_bp,,,,info (I),,none,n/a,,n/a,n/a,"Info only, no action",,added,,,1,1074,int_schsch_txdma_fifo_bptxs.txs.int_schint_sch.sch_txdma_fifo_bp
txs,1,Louis,txs.txs,int_srams_ecc,sch_cache_data_correctable,txs.txs.int_srams_ecc,int_srams_ecc.sch_cache_data_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,1,1075,int_srams_eccsch_cache_data_correctabletxs.txs.int_srams_eccint_srams_ecc.sch_cache_data_correctable
txs,1,Louis,txs.txs,int_srams_ecc,sch_cache_data_uncorrectable,txs.txs.int_srams_ecc,int_srams_ecc.sch_cache_data_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,1,1076,int_srams_eccsch_cache_data_uncorrectabletxs.txs.int_srams_eccint_srams_ecc.sch_cache_data_uncorrectable
txs,1,Louis,txs.txs,int_srams_ecc,sch_cache_data_wb_correctable,txs.txs.int_srams_ecc,int_srams_ecc.sch_cache_data_wb_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,1,1077,int_srams_eccsch_cache_data_wb_correctabletxs.txs.int_srams_eccint_srams_ecc.sch_cache_data_wb_correctable
txs,1,Louis,txs.txs,int_srams_ecc,sch_cache_data_wb_uncorrectable,txs.txs.int_srams_ecc,int_srams_ecc.sch_cache_data_wb_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,1,1078,int_srams_eccsch_cache_data_wb_uncorrectabletxs.txs.int_srams_eccint_srams_ecc.sch_cache_data_wb_uncorrectable
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_base_map_correctable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_base_map_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,1,1079,int_srams_eccsch_lif_base_map_correctabletxs.txs.int_srams_eccint_srams_ecc.sch_lif_base_map_correctable
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_base_map_uncorrectable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_base_map_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,1,1080,int_srams_eccsch_lif_base_map_uncorrectabletxs.txs.int_srams_eccint_srams_ecc.sch_lif_base_map_uncorrectable
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_cfg_correctable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_cfg_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,1,1081,int_srams_eccsch_lif_cfg_correctabletxs.txs.int_srams_eccint_srams_ecc.sch_lif_cfg_correctable
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_cfg_uncorrectable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_cfg_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,1,1082,int_srams_eccsch_lif_cfg_uncorrectabletxs.txs.int_srams_eccint_srams_ecc.sch_lif_cfg_uncorrectable
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_counter_correctable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_counter_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,1,1083,int_srams_eccsch_lif_counter_correctabletxs.txs.int_srams_eccint_srams_ecc.sch_lif_counter_correctable
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_counter_uncorrectable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_counter_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,1,1084,int_srams_eccsch_lif_counter_uncorrectabletxs.txs.int_srams_eccint_srams_ecc.sch_lif_counter_uncorrectable
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_dwrr_cfg_correctable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_dwrr_cfg_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,1,1085,int_srams_eccsch_lif_dwrr_cfg_correctabletxs.txs.int_srams_eccint_srams_ecc.sch_lif_dwrr_cfg_correctable
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_dwrr_cfg_uncorrectable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_dwrr_cfg_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,1,1086,int_srams_eccsch_lif_dwrr_cfg_uncorrectabletxs.txs.int_srams_eccint_srams_ecc.sch_lif_dwrr_cfg_uncorrectable
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_dwrr_counter_correctable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_dwrr_counter_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,1,1087,int_srams_eccsch_lif_dwrr_counter_correctabletxs.txs.int_srams_eccint_srams_ecc.sch_lif_dwrr_counter_correctable
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_dwrr_counter_uncorrectable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_dwrr_counter_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,1,1088,int_srams_eccsch_lif_dwrr_counter_uncorrectabletxs.txs.int_srams_eccint_srams_ecc.sch_lif_dwrr_counter_uncorrectable
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_next_qgrp_correctable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_next_qgrp_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,1,1089,int_srams_eccsch_lif_next_qgrp_correctabletxs.txs.int_srams_eccint_srams_ecc.sch_lif_next_qgrp_correctable
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_next_qgrp_uncorrectable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_next_qgrp_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,1,1090,int_srams_eccsch_lif_next_qgrp_uncorrectabletxs.txs.int_srams_eccint_srams_ecc.sch_lif_next_qgrp_uncorrectable
txs,1,Louis,txs.txs,int_srams_ecc,sch_rlid_map_correctable,txs.txs.int_srams_ecc,int_srams_ecc.sch_rlid_map_correctable,ecc_sw,,-,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,,,send chip to Avago,,1091,int_srams_eccsch_rlid_map_correctabletxs.txs.int_srams_eccint_srams_ecc.sch_rlid_map_correctable
txs,1,Louis,txs.txs,int_srams_ecc,sch_rlid_map_uncorrectable,txs.txs.int_srams_ecc,int_srams_ecc.sch_rlid_map_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,,,send chip to Avago,,1092,int_srams_eccsch_rlid_map_uncorrectabletxs.txs.int_srams_eccint_srams_ecc.sch_rlid_map_uncorrectable
txs,1,Louis,txs.txs,int_srams_ecc,tmr_cnt_correctable,txs.txs.int_srams_ecc,int_srams_ecc.tmr_cnt_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,,,send chip to Avago,,1093,int_srams_ecctmr_cnt_correctabletxs.txs.int_srams_eccint_srams_ecc.tmr_cnt_correctable
